smiles	valid_action_count	positive_delta_count	positive_action_fraction	best_delta_qed
CCOc1ccc(C(N)c2ccccc2Cl)cc1	1	1	1.0	0.0005986413921833522
CC(C)(C)OC(=O)NC1CC(CN)C1	1	0	0.0	-0.009408208424638076
OCc1nc2ncccn2n1	3	1	0.3333333333333333	0.06254287238122624
Clc1ccc(OCc2nc3ccccc3[nH]2)c(Cl)c1	1	1	1.0	0.023196136606876583
NCc1ccccc1S(=O)(=O)N1CCCC1	1	0	0.0	-0.07635849914765136
CC(C)c1c[nH]nc1CN	1	0	0.0	-0.009206587717830672
COC1(CCN)CN(C(=O)OC(C)(C)C)C1	1	0	0.0	-0.06827702009652648
O=C(c1cccc(Cl)c1)C(F)(F)F	1	1	1.0	0.0023609979307924744
Oc1cnccn1	2	2	1.0	0.06768281564670287
N#CC1(c2ccc(Br)s2)CCC1	1	1	1.0	0.1825941742409143
CC(N)(Cc1ccc(Cl)cc1)C(=O)O	2	1	0.5	0.00935567287284178
O=C(NC(C(=O)O)c1cccc(C(F)(F)F)c1)OCC1c2ccccc2-c2ccccc21	1	0	0.0	-0.08591995886171672
O=c1[nH]c2ccccc2c(=O)n1CCCO	3	3	1.0	0.09895381269614956
CC(=O)Nc1ccc(C(C)O)cc1	2	2	1.0	0.06745513186494889
OCCC1CCCN1	3	3	1.0	0.09637083554557546
O=C(O)[C@H](CO)NC(=O)C(F)(F)F	5	3	0.6	0.1773645494125442
CC(C)(C)OC(=O)NC1CC(O)(CN)C1	3	3	1.0	0.1349731375380827
COC(=O)c1cccc(Cl)c1N	1	0	0.0	-0.025758621195308695
COc1c(N)cc(Cl)cc1C(N)=O	1	0	0.0	-0.046642551609975214
CC1(O)CCc2ccccc21	2	0	0.0	-0.017269788783376816
NC(c1ccc(F)c(Cl)c1)C1CC1	1	0	0.0	-0.0030482849516211274
Cn1ncc2c(=O)[nH]c(CN)nc21	1	0	0.0	-0.008411017675113208
CC(C)(C)OC(=O)N1Cc2n[nH]cc2C1C(=O)O	1	1	1.0	0.0068086583223521124
CC(C)CNCc1cccc(Cl)c1	1	1	1.0	0.004081482413116344
COC(=O)c1cc(Cl)c(Cl)cc1I	1	1	1.0	0.248406384610331
CC(C)(C)OC(=O)NCC[C@H](O)C(=O)O	5	5	1.0	0.13661145505474626
NCC(N)CO	3	3	1.0	0.15642664879174606
CCc1cc(OC2=CNC(C(=N)N=O)=CN2)ccc1Cl	1	0	0.0	-0.007450681110549584
CC(C)(C)OC(=O)N1CC(C(=O)CBr)C1	1	1	1.0	0.10992181290413494
CC(C)(CN)c1ccc(C(F)(F)F)cc1	1	0	0.0	-0.10949981044908941
CC(CO)n1ccnn1	3	1	0.3333333333333333	0.05660720691194432
CNC(C#N)c1ccc(O)cc1	3	2	0.6666666666666666	0.15108860994150208
Cc1nn(CCO)c(C)c1N	3	3	1.0	0.12861755285085752
COC1CCN(CC(C)O)CC1	2	1	0.5	0.02008916864907706
O=Cc1ccc(Br)c(Br)c1	1	0	0.0	-0.04644125726431314
NCC(NCc1ccccc1)C(F)(F)F	1	1	1.0	0.030714715306857765
NNCCCCO	3	2	0.6666666666666666	0.042220646253310484
N#CC1(CS(N)(=O)=O)CCS(=O)(=O)CC1	1	0	0.0	-0.0250312765950369
O=C(N[C@H](C(=O)O)c1ccccc1)c1cc2ccccc2o1	1	0	0.0	-0.02755030260253888
Cn1nncc1CC(=O)O	3	2	0.6666666666666666	0.1299847868892937
Cc1ccc(-n2cc(O)c(C(=O)O)n2)cc1	2	2	1.0	0.11818714593944679
COc1c(Cl)cccc1NN	1	0	0.0	-0.026214585246329247
CNC(COC)c1ccc(Cl)cc1	1	0	0.0	-0.021937369881655067
CCOC(=O)c1coc2c(C)cc(Br)cc12	1	0	0.0	-0.04653316060675039
CC(C)(C)n1cc(C=O)c(-c2ccccc2Cl)n1	1	1	1.0	0.00047569038248373996
O=C(O)C1CCNCC1(F)F	3	3	1.0	0.08381678004608717
Cc1cc(Br)c(OCc2ccc(C(=O)O)cc2)c(Br)c1	1	1	1.0	0.10860591209348136
O=C1CCCC(c2cccc(Cl)c2)C1	1	1	1.0	0.007558273622048972
O=C(O)c1cc2cc(Br)ccc2s1	1	0	0.0	-0.07598983202938436
COC(=O)c1ccc(C=O)c(O)c1	2	1	0.5	0.04514154287413619
CC1CN(CCN)CCO1	1	0	0.0	-0.0871869692035464
NCCc1ccc2cnccc2c1	1	0	0.0	-0.09426261200190778
Cc1ccccc1O	2	1	0.5	0.026528121746302147
Cc1cccc(NCCC#N)c1C	1	1	1.0	0.09864058383759677
Nc1ccc(O)cc1O	2	2	1.0	0.20950463791591706
C[C@@H](O)c1ccc(N)cc1	2	0	0.0	-0.026371690768859368
O=C(CBr)Nc1ccc(F)c(Cl)c1	1	1	1.0	0.004351432208774875
Brc1ccc2c(c1)COCCN2	1	0	0.0	-0.08772149615956004
CC(C)(C)OC(=O)C1(C(=O)O)CCCCC1	1	0	0.0	-0.15445593641643535
Nc1cncc2c(Cl)cccc12	1	0	0.0	-0.021062651535504018
COC(=O)c1ccc(C)c(O)c1	2	1	0.5	0.048726952682735636
NC[C@@H]1CCO[C@@H]1c1nc(C2CC2)no1	1	0	0.0	-0.07095061757889853
CC(C)C(C)(N)CN	1	1	1.0	0.0015733052327426833
Cc1cc(=O)c(CO)n[nH]1	3	2	0.6666666666666666	0.13501648331599014
NC1(C(=O)O)CCCC2CC21	1	1	1.0	0.025183056755809452
CS(=O)(=O)Nc1ccc(O)cc1	2	2	1.0	0.1979956694052709
Oc1ccc(N2CCCC2)cc1	2	1	0.5	0.02682531384976372
CC(C)(C)C1CC(O)CCO1	2	0	0.0	-0.008420549466833904
OC1CN2CCCC1C2	2	1	0.5	0.025033708486934536
O=C(O)C1(c2ncccc2F)CC1	1	0	0.0	-0.06594063282145446
N#CC1(CO)CCCCC1	4	2	0.5	0.0963994261848311
NC(Cc1cc(=O)[nH]c(S)n1)C(=O)O	3	0	0.0	-0.0024650383755231986
FC(F)(F)c1cc(Cl)cc(N2CCNCC2)c1	1	0	0.0	-0.005394919793052844
CC(C)(C)OC(=O)NC1CCC(CN)CC1	1	0	0.0	-0.015492765246224227
CC(C)(C)OC(=O)N1CC2CCC(C(=O)O)(C2)C1	1	0	0.0	-0.08852454113038588
C[C@@H](N)[C@@](C)(O)c1ccccc1	2	2	1.0	0.08117065852062144
CCC(=O)c1c(F)cccc1Cl	1	1	1.0	0.0008941783861776686
Cc1nc(-c2cccc(Cl)c2Cl)sc1C(=O)O	1	1	1.0	0.010344556158513263
NCc1cc(F)ccc1Br	2	0	0.0	-0.09115635221808793
OC1CC2CCC1C2	2	0	0.0	-0.0023137011153479548
NC1CCCCC1(O)C(F)(F)F	2	2	1.0	0.06093472537932776
N#CCCn1cc(Cl)cn1	1	1	1.0	0.12089207168021321
O=C(O)C1COc2ccccc2O1	3	2	0.6666666666666666	0.08114974849949541
CC1=C(C#N)C2(O)C(=O)c3ccccc3C2(O)N1	2	2	1.0	0.11131335991652036
COc1ccc(C2CCCCC(O)C2)cc1	2	0	0.0	-0.20291410988808567
CNc1ccc(Cl)cc1F	1	0	0.0	-0.0027819504756380065
COC(=O)c1cc(C)c(Br)c(Cl)c1	1	0	0.0	-0.00458506573279438
OCCC1(O)CC1	3	3	1.0	0.10046235549319926
NCCC1(CO)CC1	3	3	1.0	0.1029961571154383
O=C1Cc2c(ccc(O)c2F)N1	2	2	1.0	0.15910809557135774
CC(C)c1nccn1CCC(=O)O	3	2	0.6666666666666666	0.0744737508819242
Nc1ccc2cc(Br)ccc2n1	1	0	0.0	-0.0926198588874062
N#CCc1cc2ccc(F)cc2[nH]1	1	0	0.0	-0.026426018083938407
CNc1nc2cc(Br)ccc2s1	1	0	0.0	-0.08411828389021292
Fc1cc(Br)cc(CBr)c1	1	0	0.0	-0.024981658912560434
C[C@]1(c2ccccc2)C[C@@H]1C(=O)O	3	2	0.6666666666666666	0.07606989870205783
O=C([O-])C1CCC=CO1	3	3	1.0	0.09994629481264128
CN1C2CCC1CC(CN)C2	1	0	0.0	-0.08419593491828559
CC1CC(C)C(CC(=O)O)C(=O)N1	3	3	1.0	0.06848304713407338
CC(CC(=O)O)CC(C)(C)C	3	2	0.6666666666666666	0.08110511516274332
Cc1cc(Cl)nc(CC#N)c1	1	1	1.0	0.1542730167398202
CN(C)CC1(CN)CCC1	1	0	0.0	-0.05376081093956242
O=C(O)Cc1cccc(C2CC2)c1	3	2	0.6666666666666666	0.07640333474015726
Nc1ccc(CCO)cc1N	3	2	0.6666666666666666	0.04671285782229484
N#CC1(CCO)CC1	4	2	0.5	0.05273608668916918
O=c1[nH]c(-c2cc(Br)c3c(c2)OCO3)no1	1	0	0.0	-0.08731129597236742
NCc1ccc(-c2ccncc2)cc1	1	0	0.0	-0.10077609664571152
CC(C)(C)OC(=O)N1CCC(C(=O)O)(C2CC2)C1	1	0	0.0	-0.09322516847866746
CCC(CN)Oc1cccc(Cl)c1	2	0	0.0	-0.02351266761370341
NC1CC(O)C12CCCNC2	2	2	1.0	0.15179349411259213
Cc1cc(S(=O)(=O)N2CCNCC2)ccc1Br	1	0	0.0	-0.05233097229037997
NCC1CC(C(=O)O)=NO1	1	1	1.0	0.013859000326488125
OC1(CCBr)CCC1	2	1	0.5	0.013221986602553248
OC(c1ccc2c(c1)OCCO2)C(F)(F)F	2	0	0.0	-0.0686674311963883
CCCNc1cc(Cl)ccc1C#N	1	0	0.0	-0.01792862783964677
NC(=O)c1cc(N)ccc1Cl	1	0	0.0	-0.040779402051939306
NCC1Oc2ccccc2-c2ccsc21	1	0	0.0	-0.1250543901908191
O=C(O)c1ccnc(OCCO)c1	3	3	1.0	0.12444549198328447
Oc1ccc(-n2cnc3ccccc32)cc1	2	0	0.0	-0.01098457919376894
COc1ccc(NC(=O)COc2ccc(C=O)cc2OC)cc1Cl	1	1	1.0	0.0004090995233761996
Nc1cc(Cl)cc(F)c1N	1	0	0.0	-0.027550685961114207
O=C(O)C1CC(=O)N(CC(F)(F)F)C1	3	2	0.6666666666666666	0.04952788136057262
N#CCOc1ccc(Br)cc1C=O	2	1	0.5	0.09622077646336957
OC[C@H](Nc1ccccc1)c1ccccc1	3	2	0.6666666666666666	0.020880596877197233
COc1cc(C=O)ccc1OCCOc1cccc(Br)c1	1	1	1.0	0.01704642582728988
CC(C(=O)O)c1cc2ccccc2o1	3	2	0.6666666666666666	0.06052203561135594
O=C(O)c1cc([N+](=O)[O-])cnc1O	2	0	0.0	-0.022761107134387115
Nc1ncc(Cc2cc(Cl)cc(Cl)c2)s1	1	0	0.0	-0.0037520099456871403
O=C(O)C1CC(=O)N(Cc2cccnc2)C1	3	2	0.6666666666666666	0.04090741746004689
Fc1c(Cl)cccc1C1CCNCC1	1	1	1.0	0.003954271905155737
CN(C)CCOc1ccc(Br)cc1	1	0	0.0	-0.08434569057850361
CCn1ccnc1C(=O)c1ccc(I)cc1	1	1	1.0	0.10840982065780391
CS(=O)(=O)c1ccc(OCCC(=O)O)cc1	3	0	0.0	-0.00667964266200205
O=C(O)[C@@H]1C[C@H]1c1ccccc1Cl	4	2	0.5	0.052976816568711005
CCSc1ccc(O)c(C)c1	2	1	0.5	0.010874460588729429
OCC(F)(F)C(F)(F)F	2	0	0.0	-0.09273289604844093
CC(C)C1CC(CN)C1	1	0	0.0	-0.07511951608706036
Brc1ccc2occc2c1	1	0	0.0	-0.06450064386437848
O=C(O)C(F)(F)c1ncc[nH]1	1	1	1.0	0.028829895470628752
CC(C)(C)OC(=O)N1C2CCC1C(CN)C2	1	0	0.0	-0.10897116284731567
O[C@@H]1CCCc2ccccc21	2	0	0.0	-0.020498808498364496
CC(C)C(C(=O)O)c1ccccn1	3	2	0.6666666666666666	0.07620358203443489
COc1ccc(Cl)cc1NS(=O)(=O)c1cccc(C(=O)O)c1	1	0	0.0	-0.006477320369101425
O=C1NCCOc2c1cc(Br)cc2S(=O)(=O)Cl	1	0	0.0	-0.023441870542431964
O=C(O)c1ccc([N+](=O)[O-])c(Sc2ccc(Cl)cc2)c1	1	1	1.0	0.0066395516666838406
NCCC1(O)CCc2ccccc21	3	2	0.6666666666666666	0.07776905481472818
Cn1c(CCN)nc2cc(Cl)ccc21	2	0	0.0	-0.03467323926416965
N#CCOc1cccc(N)c1	1	1	1.0	0.043251695307642724
CC(CO)C1CCCCN1	3	2	0.6666666666666666	0.08463135282610179
CC(C)[C@H](N)[C@H](O)C(=O)O	5	5	1.0	0.17928937361762326
O=C(O)Cc1c(O)ccc2ccccc12	5	5	1.0	0.12042643480377291
COC(=O)NC(C)(C)C(=O)O	1	1	1.0	0.03442885951768104
NCCCNc1ccccn1	1	1	1.0	0.030440344952716414
COc1ccc(O)cc1F	2	1	0.5	0.040057125766034374
O=S(=O)(Cl)c1cc(C(F)(F)F)ccc1Br	1	0	0.0	-0.006270374178887206
CCNCc1nc2cc(Cl)ccc2c(=O)[nH]1	1	0	0.0	-0.036730813139921104
Nc1ccc(O)cc1C(=O)O	2	2	1.0	0.29352064680863876
NCCNC(=O)C1CCC1	1	0	0.0	-0.013744675168787857
Nc1nnc(-c2ccc(Br)c(F)c2)s1	1	0	0.0	-0.07481264298226098
Cn1c(=O)oc2ccc(CN)cc21	1	0	0.0	-0.09651838304489979
COc1ccc(NCc2c(OC)ncnc2OC)cc1O	2	2	1.0	0.0457061466655706
O=C(c1ccc(Br)c([N+](=O)[O-])c1)N1CCOCC1	1	0	0.0	-0.03377064411828046
O=C(O)COCC1CCOC1	3	2	0.6666666666666666	0.10404805186177146
O=C(O)c1nn(-c2cccc(Br)c2)c2c1CCC2	1	0	0.0	-0.041511273894065726
NC1CCOc2cc(Cl)ccc21	1	0	0.0	-0.023700256704724754
C[C@@H]1CN(C)C[C@H](C(=O)O)O1	3	2	0.6666666666666666	0.10126349896114029
CCOc1ccc(NS(=O)(=O)c2cc(C(=O)[O-])c(Cl)cc2Cl)cc1	1	0	0.0	-0.0030891736512491663
CC(=O)Nc1ccc(NC(=O)CC#N)cc1	1	0	0.0	-0.07106683681392556
O=C(O)C1(c2ncccc2F)CCC1	1	0	0.0	-0.07471172165588735
CC(C)(C)OC(=O)NC(C)(C(=O)O)C(F)(F)F	1	0	0.0	-0.003687048170619378
Cc1cc(C)c(CN)c(C)c1	1	0	0.0	-0.09975038461233565
CCC(=O)c1ccc(Br)cc1Cl	1	1	1.0	0.014429639649528592
CCCOc1cc(O)ccc1N	2	2	1.0	0.2775709368849618
NCc1ccc[nH]1	1	0	0.0	-0.017342179351972353
Cn1ncc2ccc(Br)cc21	1	0	0.0	-0.07306515859752671
CCn1cc(O[C@@H]2CNC[C@H]2O)cn1	2	2	1.0	0.1316515598677933
NCCc1ccc(O)c(CO)c1	3	3	1.0	0.21523622374826668
CC(O)c1nc(C2CC2)cs1	2	0	0.0	-0.023710972503300676
NCC1CN(C(N)=O)C1	1	1	1.0	0.0005268552290489947
CNS(=O)(=O)c1ccc(C(=O)NCC(=O)O)cc1	3	1	0.3333333333333333	0.08903718505451874
NNc1cc(Br)ccc1Cl	1	0	0.0	-0.015846993018977074
NCc1ccsc1C(=O)O	1	0	0.0	-0.008797147621087853
CCOc1cc(C=O)ccc1OCC(=O)Nc1ccccc1Cl	1	1	1.0	0.00451662665853092
O=C(O)c1cc2c(cc1Cl)NCC2	1	0	0.0	-0.029638186439138292
CC(CN)Oc1ccccc1F	1	0	0.0	-0.07271367101786375
C#CC1(O)CCOCC1	2	0	0.0	-0.05370861413021372
CC(C)Oc1cccc(Br)c1	1	0	0.0	-0.06871161831837636
OCc1cccc(O)n1	3	2	0.6666666666666666	0.11334404170749401
CC(C)CC(C)(O)C(=O)O	3	3	1.0	0.10288227666138117
NCc1ccc(OC(F)F)cc1F	1	0	0.0	-0.08010602308230064
Cc1nccc(O)c1Cl	2	1	0.5	0.03563558950680823
NCC1(c2ccccc2)CCCCO1	1	0	0.0	-0.09941459095546235
N[C@H](CF)CCC(=O)O	3	3	1.0	0.09401452792176579
NCc1nccc(C(F)F)n1	1	0	0.0	-0.0827958150149728
CC(C)OCc1ccccc1CN	1	0	0.0	-0.06094171110863755
CC(=O)SCCCCCCN	1	0	0.0	-0.02969639422113779
CC1CNc2cc(Cl)ccc2O1	1	0	0.0	-0.016331016815119392
COC(=O)c1c(CN)nn2c1CCC2	1	0	0.0	-0.07250321486356914
CC(C)c1nc(CCN)cs1	1	0	0.0	-0.07477232117217802
NCCn1ccc2cc(Cl)ccc21	2	0	0.0	-0.011547110915884118
NCc1ccc(F)cc1	1	0	0.0	-0.08876737887232777
COC(=O)c1ccc(COc2ccc(Br)cc2)o1	1	0	0.0	-0.02529384855459038
O=C1COc2cc(C(=O)O)c(Cl)cc2N1	1	0	0.0	-0.04185477837935847
O=C(O)C1Cc2ccc(Cl)cc2O1	4	2	0.5	0.05444150617615817
Cc1ccc2ccncc2c1Br	1	0	0.0	-0.06055670881231068
Cc1cc(Br)ccc1NC(=O)C=Cc1ccccc1	1	1	1.0	0.025225435482707614
CC(=O)c1cccc(Oc2ccc(Cl)cc2)c1	1	1	1.0	0.013230754369736641
Cc1c(Cl)ccc2sc(N)nc12	1	0	0.0	-0.017717996036642147
NCc1ccccc1CO	3	2	0.6666666666666666	0.09809870821627675
COC[C@@H]1C[C@H](O)CN1	2	2	1.0	0.1316263198866675
CC(C)(C)OC(=O)NCC(O)c1ccccn1	2	2	1.0	0.03369624175259067
COc1cccc(CCCC(=O)O)c1	3	2	0.6666666666666666	0.057836119202755
CC(C)CCC(NC(=O)OC(C)(C)C)C(=O)O	3	0	0.0	-0.0036765507705043277
Cc1cc(C(=O)c2ccccc2Cl)ccc1F	1	1	1.0	0.020733148730676443
CN1CCNc2ccc(Cl)cc21	1	0	0.0	-0.01750921802840677
C[C@@H](C=C[C@@H](C)[C@H]1CC[C@@H]2C(=CC=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C(C)(C)O	2	0	0.0	-0.1459271407117343
N#CC1(O)CCOC1	3	3	1.0	0.09648873578830774
CC(N)CCc1ccc(Br)cc1	1	0	0.0	-0.08548064349425333
Cc1nocc1C(C)O	2	1	0.5	0.022686977532152208
NCCCNC(=O)c1ccc(Br)cc1	2	1	0.5	0.03485608649005045
O=C([O-])Cc1nc(C2CCCC2)cs1	3	2	0.6666666666666666	0.04940846885203831
OC1CCC(C2CCCCC2)CC1	2	0	0.0	-0.06470593495632204
NCc1cc2sccc2s1	1	0	0.0	-0.10824431259269707
Cc1ccc(O)cc1C	2	1	0.5	0.024437726707403296
COc1ccc(CC(=O)O)cc1	3	2	0.6666666666666666	0.0939882328998517
COc1ccc(C(C)(C)CN)cc1	1	0	0.0	-0.07770833307978142
CCN[C@@H](C)CO	3	3	1.0	0.09848388981024014
NC(=O)Nc1ccc(O)c(C(F)(F)F)c1	2	2	1.0	0.18555128277682675
Cc1cc(Br)c2c(c1)CNCC2	1	0	0.0	-0.07219806112818195
COC(=O)c1ccc(CSC(C)=O)c(Br)c1	1	0	0.0	-0.03765927332380914
N#Cc1ccc(Cl)cc1NCC1CC1	1	0	0.0	-0.01744076420164431
CC(C)Oc1ncccc1CN	1	0	0.0	-0.07149701239479822
N#CCC(=O)c1ccc(Br)cc1	2	1	0.5	0.12883682994584422
O=C1CCCc2c(Br)cccc21	1	0	0.0	-0.06364538864333091
NS(=O)(=O)c1cc(Cl)cc(CO)c1	4	2	0.5	0.0806438158978876
COc1ccc(COCC(=O)O)cc1	3	2	0.6666666666666666	0.06445569887278468
CC1CCCC(CN)C1C	1	0	0.0	-0.09060049670220638
O=S(=O)(Cl)c1ccc(F)cc1Br	1	0	0.0	-0.062112899679118594
O=C(O)c1c2c(nc3ccccc13)C(=Cc1ccc(Cl)c(Cl)c1)CCC2	1	1	1.0	0.07756503052690533
NC(C(=O)O)c1ccccc1I	2	0	0.0	-0.11070211725203172
O=C(Cc1cccnc1)Nc1ccc(O)cc1	2	2	1.0	0.15478012721548973
CS(=O)(=O)N1CCC(OCC(=O)O)CC1	3	2	0.6666666666666666	0.037837748380235015
Cn1nnnc1O	2	2	1.0	0.08907621552197725
N=S1(=O)CCC(C(=O)O)CC1	3	3	1.0	0.07517732633982377
O=C(O)CCc1cnccn1	3	2	0.6666666666666666	0.09922730537623248
O=C(O)c1cnoc1-c1ccc(F)cc1Cl	1	0	0.0	-0.022587586128534287
CC(C)(N)Cc1cccc(Br)c1	1	0	0.0	-0.08363715428453178
O=C(O)C1(O)CCSCC1	3	3	1.0	0.10724212007426137
OCC1CCC(O)CC1	3	2	0.6666666666666666	0.08731391889751472
Cc1cc(N)cc(C)c1Br	1	0	0.0	-0.07301149441985999
Cc1csc(C(F)C(=O)[O-])n1	1	1	1.0	0.030929745783325302
O=C(CCl)Nc1c(F)cc(F)cc1Br	1	0	0.0	-0.04084645761760908
Cc1ccc(NC(=O)C2CCCN(c3ncnc4oc(C)c(C)c34)C2)c(Br)c1	1	1	1.0	0.09854465830811754
O=C(O)C(O)CC(F)(F)F	5	5	1.0	0.11081946966823453
OC[C@@H]1C[C@H](F)CN1	3	2	0.6666666666666666	0.102561927138266
O=C(O)C12C3C4C1C1C2C3C41I	1	0	0.0	-0.1635989103246634
COCC(N)(CO)c1ccccc1	3	3	1.0	0.11057237991313207
O=C1C=CC(=O)N1Cc1cccc(Br)c1	1	0	0.0	-0.07978299113858778
COC(=O)c1ccc(CN)cc1	1	0	0.0	-0.07928076861150146
O=C(c1ccccc1)C1(O)CCCCC1	2	0	0.0	-0.16658417243611323
NCCCc1ccccc1F	1	0	0.0	-0.0701594805750918
O=C(O)c1[nH]ccc1-c1c(Cl)cccc1Cl	1	0	0.0	-0.005074661986465556
N#CC1(c2cccc(Br)c2)CC1	2	1	0.5	0.18760284402961258
O=Cc1cccc(C(=O)O)c1O	2	2	1.0	0.14834580421881105
OCc1ccccc1O	3	2	0.6666666666666666	0.12850892123002877
CC(C)C(=O)Nc1ccc(CN)cc1	1	1	1.0	0.006640918839909582
O=S(=O)(Cl)c1ccc2cc(Br)ccc2c1	1	0	0.0	-0.02301218237068836
O[C@@H]1CCN[C@H](c2ccccc2)C1	2	1	0.5	0.06349098526309549
N[C@@H]1CC(Cn2ccnc2)C[C@H]1O	2	2	1.0	0.12489322977227979
CCCCSc1ccc(Cl)cc1C#N	1	1	1.0	0.0035821626793858252
OC1C=C(c2ccc(Cl)cc2)CC1	3	0	0.0	-0.0014689101172621344
CC(C)(Nc1cc(Br)ccc1[N+](=O)[O-])C(=O)O	2	0	0.0	-0.03895460459034861
Cc1noc(C)c1CCC(=O)O	3	2	0.6666666666666666	0.08588227089889622
OC1CCNC2(CC2)C1	2	2	1.0	0.08353101508733385
O=C(Cl)c1cc(Cl)ccc1Cl	1	1	1.0	0.005050097910128781
Oc1nnc(C2CC2)o1	2	2	1.0	0.07452602148350784
COc1ccc(CC(CCCN)C(=O)O)cc1	4	3	0.75	0.061173348445969666
O=C(O)CCCc1nc2ccccc2c(=O)[nH]1	3	2	0.6666666666666666	0.01209461839700976
N#Cc1cc(C(=O)c2cc(F)ccc2O)cn(C2CCCCC2)c1=O	2	0	0.0	-0.0987294290401679
CS(=O)(=O)CCC(=O)CCl	1	1	1.0	0.18413839803664367
O=C(O)CCNCc1ccccc1	3	2	0.6666666666666666	0.12023800449732236
O=C(O)c1ccc2[nH]c(CO)nc2c1	3	3	1.0	0.15282116478611196
O=C(O)c1ccc(=O)n(CCOc2ccccc2Cl)c1	1	0	0.0	-0.02036161960599958
COC(=O)c1ccc(C(C)C)c(I)c1	1	1	1.0	0.07421295620970736
O=C(O)CN1CCC(=O)NC1=O	3	1	0.3333333333333333	0.04833891668766177
CC(C)CC(CN)N1CCCC1	1	0	0.0	-0.05073374965682853
O=Cc1ccc(O)cc1F	2	1	0.5	0.042613198812961106
NC(=O)CCC(NS(=O)(=O)c1ccc2c(c1)OCCO2)C(=O)O	3	1	0.3333333333333333	0.0626360484095777
Cc1nn(C(C)(C)C)c(C)c1O	2	1	0.5	0.027892205015113802
COc1cc(CN)ccc1OCC(C)C	1	0	0.0	-0.049757500853830905
CC(C)OCCn1nc(CN)c2ccccc21	1	0	0.0	-0.049945495955247776
Cc1cc(C)n(CC(N)C(=O)O)n1	3	1	0.3333333333333333	0.04282759308371198
O=C(O)C1(C2CCCCO2)CCOCC1	1	0	0.0	-0.07072472405116514
O=C(O)c1ccccc1O	2	2	1.0	0.14483749799693946
Nc1ccc(Br)cc1C(=O)c1ccc(F)cc1	1	0	0.0	-0.03368917298687635
C[C@@H](O)c1ccc(Cl)cn1	2	0	0.0	-0.011910796872715346
CC1CN(S(=O)(=O)CCN)CC(C)O1	1	0	0.0	-0.039583714578972806
NC[C@@]1(F)CC[C@H](C(=O)O)C1	4	3	0.75	0.08815840780479045
NCCc1cn2c(n1)SCC2	1	0	0.0	-0.07606610732627239
O=C(CBr)C1CCC1	1	1	1.0	0.08459351572556839
CC(CN)c1ccccc1	1	0	0.0	-0.08313411321743325
CC(C)(C)OC(=O)N1CCCC2CCC21C(=O)O	1	0	0.0	-0.08972525599681547
NCc1cccc(-c2nc(C(=O)O)cs2)c1	1	1	1.0	0.008214802843476643
COc1ccc2ccc(O)nc2c1	2	0	0.0	-0.007646637484007401
CC(C)(O)CC(N)=O	2	2	1.0	0.1153061974808931
COC(=O)c1cc(Cl)ccc1B1OC(C)(C)C(C)(C)O1	1	0	0.0	-0.010207110924140061
COCc1nc(CC(=O)O)cs1	3	2	0.6666666666666666	0.08324852616847622
CCc1ccc(C(N)CC(=O)O)cc1	3	3	1.0	0.05995422173801046
NCc1cn(CC(=O)O)nn1	4	4	1.0	0.1278934702036345
CCOc1cc(Br)cc(F)c1C=O	1	0	0.0	-0.07870158505982272
CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1	2	0	0.0	-0.06764957092029028
Nc1cc(Cl)ccc1OC(F)(F)F	1	0	0.0	-0.016719019547851377
NCc1cnn(-c2ccccc2)c1	1	0	0.0	-0.0920741015879093
CC[C@@H]1CCO[C@@H]1C(=O)O	3	2	0.6666666666666666	0.09749763467943029
NS(=O)(=O)c1ccccc1I	1	0	0.0	-0.10650801398086962
CC(C)(C)c1cc(S)cc(C(C)(C)C)c1O	2	0	0.0	-0.03160761185447403
COc1ccc(CCN)cc1OC(F)F	1	0	0.0	-0.04690680054966867
CCc1ccccc1O	2	1	0.5	0.027038675318067806
Nc1cc(F)c(F)cc1I	1	1	1.0	0.14547519881043186
C[C@@H](O)c1cc(F)cc(C(F)(F)F)c1	2	0	0.0	-0.17596332131265635
CC(N)CCNCC(F)CCN	1	1	1.0	0.09738941115960692
O=Cc1ccccc1Oc1cc(Cl)cc(Cl)c1	1	1	1.0	0.026161156658137452
C[C@@H](O)c1ccc(Cl)c(Cl)c1Cl	3	1	0.3333333333333333	0.06092859295464437
Cc1nn(CC(=O)O)c(=O)c2ccccc12	3	2	0.6666666666666666	0.047698237550277356
CN(C)Cc1cccc(CN)c1	1	0	0.0	-0.07021683108510701
Cc1cccc([C@H](C)O)c1	2	0	0.0	-0.018727475367979363
CC(C)C[C@H](N)CO	3	3	1.0	0.09754084515331796
CC(O)CS(C)(=O)=O	2	1	0.5	0.06469869357233793
O=C(O)C1(C(F)(F)F)CCOCC1	1	0	0.0	-0.06493446932891178
CCn1ncc(CCC(=O)O)c1C	3	2	0.6666666666666666	0.07592035521038643
O=C(O)c1c(O)ccc(Cl)c1O	3	2	0.6666666666666666	0.18265928676131182
OC(CC1CCCCCN1)c1ccco1	2	1	0.5	0.047637287705915576
Cc1ccc(OC(F)F)c(C(=O)CBr)c1	1	1	1.0	0.2914045012320602
