smiles	valid_action_count	positive_delta_count	positive_action_fraction	best_delta_qed
COc1cccc(C=O)c1Cl	1	0	0.0	-0.020794063345841884
NCCN1C(=O)SC(=Cc2ccc(OC(F)F)cc2)C1=O	1	0	0.0	-0.21271634672502115
COc1ccc(Cl)cc1N	1	0	0.0	-0.02517745712402919
CC1(C)COC(c2cccc(Cl)c2)CN1	1	0	0.0	-0.013281565658928018
CC(O)c1ccc(B(O)O)cc1	2	2	1.0	0.06690913325425263
O=C(O)C1CC(O)CN1c1ncccn1	5	3	0.6	0.1276966690650604
CC(C)(C)OC(=O)Nc1ccc(CN)cc1	1	0	0.0	-0.01976763729928588
COc1ccc([C@H](C)O)c(OC)c1	2	0	0.0	-0.012364451022585432
NCCNS(=O)(=O)c1ccccc1[N+](=O)[O-]	1	0	0.0	-0.08647951462630882
CN(C)C(=O)c1cccc(Br)c1F	1	0	0.0	-0.06935355053190317
Cc1cc(C(Cl)=CC#N)ccc1Br	1	0	0.0	-0.042353001234312515
O=C(Cc1ccccc1Cl)c1ccoc1	1	0	0.0	-0.00993502306337568
NCC(c1ccccc1)C1CCN(Cc2ccccc2)CC1	1	0	0.0	-0.06869434422692611
CC(=O)OCC(C)O	2	0	0.0	-0.042042205591282744
Nc1ccc(Cl)cc1[N+](=O)[O-]	1	0	0.0	-0.01919398378937459
NCC(c1nccs1)N1CCCC1	1	0	0.0	-0.0736811888960659
CN1CCN(c2cc(CN)ccn2)CC1	1	0	0.0	-0.08308697044922153
CC(=O)C(C#N)c1ccccc1Cl	2	1	0.5	0.153846070574848
O=C1COCCN1CCO	3	2	0.6666666666666666	0.07531121532449403
Nc1ccc(S(=O)(=O)NCc2cccc(Br)c2)cn1	1	0	0.0	-0.01640690839952319
O=C(c1ccc(Br)cc1)N1CCC(c2ccccc2)CC1	1	1	1.0	0.06101764976136925
Nc1ccc(S(=O)(=O)Nc2ccccc2Cl)cc1	1	0	0.0	-0.015226691927438973
O=C(O)C1CC(=O)N(CC2CC2)C1	3	2	0.6666666666666666	0.08129207346707468
Oc1cc(-c2ccc(F)cc2)n[nH]1	2	2	1.0	0.11589114004152357
C[C@@H](O)CNC1CC1	2	2	1.0	0.09853455169540848
Cc1cc(C)c2ccc(O)cc2n1	2	1	0.5	0.01658631541636213
CC(CO)C(C)(F)F	3	0	0.0	-0.004705869447828026
COc1cc(CCCN)ccn1	1	0	0.0	-0.04808966276693161
CCN(CC)C(CN)c1ccccc1Cl	2	0	0.0	-0.017532232536716208
Cc1ccnc(O)c1N	2	2	1.0	0.09360290769710922
N#CC(CCBr)(c1ccccc1)c1ccccc1	1	0	0.0	-0.04974688491371415
CC(C)(C)OC(=O)N1CC2COC(C)(C)C2(C(=O)O)C1	1	0	0.0	-0.09563783410581228
CCc1ccc(C(N)c2ccccc2Cl)cc1	1	1	1.0	0.018711759316764054
O=C(O)[C@@H]1C[C@H](Cl)CN1	3	0	0.0	-0.003327450293854395
NCc1cccc(Cn2ccnc2)c1	1	0	0.0	-0.07674104081120137
CC1=NOC(C(=O)O)(c2ccccc2)C1	1	0	0.0	-0.07710512586901819
O=C(O)c1n[nH]c2ccc(Cl)cc12	1	0	0.0	-0.032651342532354244
COC(=O)c1ccc(CCN)c(OC)c1	1	0	0.0	-0.048634407718162964
N#Cc1cc(Br)ccc1C(=O)O	1	0	0.0	-0.10864920236583864
Clc1ccc(Br)c2sccc12	1	1	1.0	0.037771793223621564
O=C(O)c1cc(S(=O)(=O)NCCN2CCCC2)ccc1Cl	1	0	0.0	-0.027995321769147652
CSc1ccc(Cl)c(N)c1	1	0	0.0	-0.013320080489026886
OCC1CNCC12COC2	3	2	0.6666666666666666	0.12923011398765316
NC(=O)C1(O)CCCNC1	2	2	1.0	0.17103578897929733
N#CCC(=O)Nc1cc(Cl)ccc1Cl	2	1	0.5	0.04302319376873798
O=Cc1cc2c(Br)cccc2[nH]1	1	0	0.0	-0.07811056873277011
C=CCC1(C(=O)O)CCCC1	1	0	0.0	-0.15984005632991588
O=C(Nc1ccc(Cl)cc1)N1CCNCC1	1	0	0.0	-0.029009953474464556
NCc1cccc(S(=O)(=O)N2CCCCC2)c1	1	0	0.0	-0.0817585491812386
NC(CCC(=O)O)Cc1ccccc1	3	3	1.0	0.060196719301352064
NCc1c2c(n[nH]c1=O)CCCC2	1	0	0.0	-0.01772159703053644
O=C(C=Cc1ccccc1)Nc1ccc(O)cc1C(=O)O	2	2	1.0	0.25187697165171374
CC(C)(C)OC(=O)N1CC2CCC[C@@]1(CN)C2	1	0	0.0	-0.11410790693087569
CC1CCC[C@@]2(CC(=O)c3ccc(O)cc3O2)C1	2	0	0.0	-0.05215742871772866
O=C(O)CCC(NC(=O)Nc1ccc(F)cc1)C(=O)O	3	1	0.3333333333333333	0.07242062413612205
Cc1ccc(C(=O)C(C)O)cc1	2	0	0.0	-0.11302121243089502
CON(C)S(=O)(=O)c1ccc(Cl)c(C(=O)O)c1	1	0	0.0	-0.04280863374917221
O=C(O)C1CCCCC1C(F)(F)F	3	2	0.6666666666666666	0.04799101984239462
O=C(O)Cc1cccc2nsnc12	3	2	0.6666666666666666	0.06930363522195337
Cn1cnc(CCN)n1	1	0	0.0	-0.04918415719182068
OCc1cc2n(n1)CCCNC2	3	2	0.6666666666666666	0.1238572436421439
O=C(O)CNC(=O)NC1CC1	3	1	0.3333333333333333	0.08521159276728363
O=C(CCc1ccccc1Cl)c1ccccc1	1	1	1.0	0.02357335008164796
O=C(O)[C@H]1CC[C@H](Nc2ncccn2)CC1	3	2	0.6666666666666666	0.026463983345527242
O=CCCc1ccc(Cl)c(Cl)c1	1	1	1.0	0.002443106945210216
Cc1ccc(-c2n[nH]cc2CNCCN)o1	1	0	0.0	-0.056691440319068476
NCC(CC(=O)O)c1ccc(C(F)F)cc1	4	3	0.75	0.04378724024475911
NCCc1ccc(Oc2ccc(F)cc2)cc1	1	0	0.0	-0.07624933063334671
NCc1ccc(NC(=O)c2ccc(F)cc2)cc1	1	1	1.0	0.005588595056160051
Cc1cc(Cl)cc(C)c1C=O	1	0	0.0	-0.0020097826092857485
Cc1oc(C)c(CO)c1C	3	0	0.0	-0.004788167045546299
CC1CCNC(C(C)O)C1	2	2	1.0	0.08039676216423197
CC1CC(CN)C(C)O1	1	0	0.0	-0.07806958013710252
Cc1nnc(-c2ccc(Br)c(F)c2)o1	1	0	0.0	-0.0767506996160463
O=C(O)CNC(=O)CNS(=O)(=O)Cc1ccccc1	3	1	0.3333333333333333	0.07923216417710188
CC(C)(C)c1ccc(CNCCC(=O)O)cc1	3	2	0.6666666666666666	0.05067179195928484
Cn1cc(C2CC2C(=O)O)cn1	3	2	0.6666666666666666	0.09441692594293294
CC(C)C1CC(C(=O)O)C1	3	2	0.6666666666666666	0.08853095718835735
CC(N)[C@@H]1C[C@H]1C(=O)O	3	3	1.0	0.09825698736510902
COc1ccc(CN)c(F)c1	1	0	0.0	-0.0864566341089914
NCC1CCN(c2ccc(OC(F)(F)F)cc2)C1	1	0	0.0	-0.09056387405889965
NCCOc1ncccc1F	1	0	0.0	-0.05758916090760169
Cc1nn(C)c2ncc(CN)cc12	1	0	0.0	-0.09814504735285867
O=C(O)[C@@H](O)c1ccccc1	3	3	1.0	0.10881317030706927
O=C1CC(O)CC2(CCC2)N1	2	2	1.0	0.09028509238363225
CC1(O)CCCC1	2	0	0.0	-0.0049766089252338275
O=C(O)C1(c2ccc([N+](=O)[O-])cc2)CC1	1	0	0.0	-0.1530262363131064
O=S(=O)(c1ccccc1O)C(F)(F)F	2	1	0.5	0.004095255347266846
CC1(C)Cc2cccc(OCCC(=O)O)c2O1	3	0	0.0	-0.0027434474024683464
OC1CC(c2cc(F)cc(F)c2)C1	2	0	0.0	-0.04414938296362736
[N-]=[N+]=Nc1cccc(O)c1	2	1	0.5	0.018841186426177436
NCCC(O)c1ccc(Cl)cn1	3	3	1.0	0.09229000743576599
O=S1(=O)C=CC(Nc2ccc(Br)cc2)C1	1	0	0.0	-0.07042937823233231
Fc1cc(OCCCN2CCCC2)ccc1Br	1	0	0.0	-0.02117138217947545
NC1(C(=O)O)Cc2ccccc2C1	1	1	1.0	0.02713314987291604
NCC(=O)c1cc(Cl)ccc1F	1	0	0.0	-0.033358899407006204
CC1CC(C(=O)O)C(C)O1	3	2	0.6666666666666666	0.08921874054867818
COc1cc(CCC(=O)O)cc(OC)c1OC	3	0	0.0	-0.006210772532642905
CSc1cc(C(=O)O)c(Cl)cc1Cl	1	0	0.0	-0.011102378631584475
O=C(O)C1CCC(=O)N(CC(F)(F)F)C1	3	2	0.6666666666666666	0.026208419771547642
NS(=O)(=O)c1ccc(CCC(=O)O)cc1	3	2	0.6666666666666666	0.029692870929213466
Oc1cccc(-c2cccs2)c1	2	0	0.0	-0.007530118425436494
CC(=O)Nc1c(O)[nH]c2ccccc12	2	2	1.0	0.16399209528232106
Nc1ccccc1Br	1	0	0.0	-0.0758259222703056
CC1(C)C(O)CC1CC(=O)O	5	5	1.0	0.0994307663260996
CC1CCCN(Cc2ccccc2CN)C1	1	0	0.0	-0.08711116459137302
N#CCCc1c(Cl)cccc1Cl	2	2	1.0	0.1825936455044055
Clc1cccc(CC2CCNC2)c1	1	0	0.0	-0.002056673677749976
NC(CO)C1CCCC1	3	2	0.6666666666666666	0.09417388906410418
O=C1CC(c2ccccc2Cl)NC(=O)N1	1	0	0.0	-0.03414833842765219
O=C(O)Cc1ccc2[nH]ncc2c1	3	3	1.0	0.08533450673305487
O=C(O)CCc1ccc2c(n1)NCCC2	3	3	1.0	0.04621418442113512
CC(C)(C)OC(=O)N[C@H]1CC[C@@H](C(=O)O)CC1	3	0	0.0	-0.0008955185566201784
CC(C)(C)OC(=O)NCC(CO)Cc1ccncc1	3	1	0.3333333333333333	0.05035212448430881
COc1ccc(O)cc1[N+](=O)[O-]	2	1	0.5	0.04577873753367501
COCCC(O)C(C)(C)C	2	0	0.0	-0.0031911345535652336
O=S(=O)(Cl)C1CCCCC1O	2	0	0.0	-0.10035715382772115
C[C@H](O)c1c(F)cc(F)cc1F	2	0	0.0	-0.037663993007897245
O=C(O)C1(c2ccccc2)CC1(Cl)Cl	1	0	0.0	-0.21326317772467973
Nc1cc(Cl)c(O)c(Cl)c1	3	2	0.6666666666666666	0.07416971997932675
COc1cc(C=O)ccc1OCC#N	1	1	1.0	0.08677732377161984
NCC1CC2CCCC2O1	1	0	0.0	-0.08245575639103164
CCC(C#N)CBr	1	1	1.0	0.18226683900171947
NC1(C(=O)O)CCc2ccccc21	1	1	1.0	0.022793733584293374
Fc1cc(Cl)cnc1Oc1ccc(Br)cc1	1	0	0.0	-0.001925608499199316
NCCNc1ccc(Cl)c(C(=O)O)c1	2	1	0.5	0.03998084273125102
CC(C)(C)OC(=O)N1CCC(N=[N+]=[N-])(C(=O)O)C1	1	0	0.0	-0.12519051760030786
CC1CNCCC1CO	3	2	0.6666666666666666	0.09158509380236035
NCCc1c[nH]c2c(F)cc(F)cc12	1	0	0.0	-0.016540296841144775
CC(N)C(O)c1c(F)cccc1F	2	2	1.0	0.06861354536874953
CC(C)(C)OC(=O)N[C@H]1C[C@H](CO)C1	3	2	0.6666666666666666	0.07131124303247616
O=C(O)Cc1c(F)cccc1F	3	2	0.6666666666666666	0.08456075809786545
CC1(CN)CCCS1	1	0	0.0	-0.08388553654975223
CN(CCO)S(=O)(=O)c1ccc(C(=O)O)cc1	3	3	1.0	0.05612764987018015
O=C(O)c1ccc(Cl)c(S(=O)(=O)Nc2ccc(Cl)cc2)c1	1	1	1.0	0.004448721782439935
CCN(CC)S(=O)(=O)c1cccc(C(=O)NCC(=O)O)c1	3	0	0.0	-0.003156556086875373
CC(C)(C(=O)O)c1cncnc1	1	0	0.0	-0.051681450528427986
Cc1nccn1-c1ccc(Cl)cc1C(=O)O	1	0	0.0	-0.02471955810067117
Cc1cc(C)n2nc(CCCO)nc2n1	3	0	0.0	-0.00017807494180477335
N#CCC(=O)NCC1CCCO1	1	1	1.0	0.014396226070969242
NC(C(=O)O)c1c[nH]c2ccccc12	1	1	1.0	0.07499002563139034
CC(=O)CCC(F)(F)C(=O)O	1	0	0.0	-0.055016973326237784
O=C(O)CCC1CC1	3	2	0.6666666666666666	0.09198243162043052
NC(CCO)=NO	3	2	0.6666666666666666	0.022849575366385794
COCC1(CN)CCCCC1	1	0	0.0	-0.06584822057596518
CC(C)(C)OC(=O)N1CC2(CCC(CN)O2)C1	1	0	0.0	-0.10410625031225995
O=C(O)c1cccc(C#CCO)c1	2	0	0.0	-0.018295653533224154
N#Cc1ccc(C=O)c(Br)c1	1	0	0.0	-0.0914597735421705
COc1ccc([C@@H]2C[C@H]2C(=O)O)cc1	3	2	0.6666666666666666	0.06359575628865011
Ic1ccc(OC2CCOCC2)cc1	1	0	0.0	-0.043419143585163855
COc1ccc(C(O)C2CCCN2)cc1	2	2	1.0	0.06411031739693784
N#Cc1ccc(Br)c(C=O)c1	1	0	0.0	-0.0914597735421705
Cc1ccc(C)c(C(O)C(F)(F)F)c1	2	0	0.0	-0.08002988530087563
CC(C)(c1ccc(CN)cc1)C(F)(F)F	1	0	0.0	-0.10834235113448121
Cc1cc(Cl)cc2cc(C(=O)O)[nH]c12	1	0	0.0	-0.019952012924883022
O=C(O)C1Cc2nccn2C1	3	2	0.6666666666666666	0.09960477339882023
CN(CCN)CCOCCO	3	2	0.6666666666666666	0.05792597931775284
NCC1(c2cccc(Cl)c2)CCCCC1	2	1	0.5	0.006303295877540971
NCC(=O)c1ccc(Cl)cc1	1	0	0.0	-0.034655598315893044
CC(C)NC(=O)NC1(C(=O)O)CCCCC1	1	1	1.0	0.06584985997890169
O=C(O)c1nn(-c2cccc(Cl)c2F)c2c1CCC2	1	0	0.0	-0.013769873778678443
C[C@@H](OC(F)F)C(=O)O	3	2	0.6666666666666666	0.10262732997381585
CC(O)C1CCNC(=O)C1	2	2	1.0	0.10542056029738511
C#CCOc1ccccc1I	1	1	1.0	0.026412932160223668
NCCCNC(=O)c1cccc(Br)c1	2	1	0.5	0.03485608649005045
Nc1cc(Cl)c(NC(=O)c2cnccn2)c(Cl)c1	1	0	0.0	-0.017633696835345103
CCOc1cc(C=O)ccc1OCc1c(Cl)cccc1Cl	1	1	1.0	0.03898801374966976
CCc1ccccc1NC(=O)CC(C)=O	0	0	0.0	
O=C(O)c1ccc(Oc2ccc(Cl)cc2)cn1	1	0	0.0	-0.01703413208296478
CCC(O)(CC)C1CCOC1	2	0	0.0	-0.009837773579635112
Nc1ccccc1Nc1c(Cl)cccc1Cl	1	1	1.0	0.011469915209634252
CN1CCN(Cc2ccc(CN)cc2)CC1	1	0	0.0	-0.07456639801414444
N#C[C@@]1(CO)C[C@H]2CC[C@@H]1C2	4	2	0.5	0.09364961599747113
CC(C(=O)O)c1ccc(Cl)cc1	4	2	0.5	0.06573441160576399
CC(C)C(=O)c1ccc(O)cc1	2	1	0.5	0.027844367142947468
NC1CC(F)(c2cccc(Cl)c2)C1	1	0	0.0	-0.0053756299022561516
COC(=O)c1c(C)ccc(F)c1I	1	1	1.0	0.0511975244960573
CC1(C)CNC1CO	3	2	0.6666666666666666	0.09483548560968136
Nc1ccc(Nc2cccc(Cl)c2)cn1	1	0	0.0	-0.019473581399826023
CC(C)(C)OC(=O)N1Cc2ccccc2CC1CCN	1	0	0.0	-0.11513971029912529
Cc1oncc1C(=O)Nc1ccc(O)c(C(=O)O)c1	2	2	1.0	0.18045840123366608
O=Cc1cc(F)ccc1Oc1ccc(F)c(Cl)c1	1	1	1.0	0.014015841241391547
CS(=O)(=O)c1ccc(N)c(Br)c1	1	0	0.0	-0.10249278679588802
O=C(O)C1CCCS(=O)(=O)N1	3	1	0.3333333333333333	0.045223821651971474
OB(O)c1cc2ccccc2cc1O	2	2	1.0	0.188354700135269
CC(C)(C)c1ccc(O)cc1	2	1	0.5	0.01272582468506478
O=C(O)c1c[nH]c2cccc(Br)c12	1	0	0.0	-0.09284066685524683
CNC(=O)c1ccc(Br)cc1	1	0	0.0	-0.09463120596456909
Sc1cc(Br)ccc1Cl	1	1	1.0	0.018481510935943635
O=C(O)Cn1cncn1	3	2	0.6666666666666666	0.13061785140975257
COCCOc1cc(C)ccc1CN	1	0	0.0	-0.04131299426661139
NCCC(O)C1CC1	3	3	1.0	0.10303569732165974
COc1ccc(CC(C)(C#N)NC(C)=O)cc1OC	2	0	0.0	-0.05710873435824482
NCCC1CSc2ccccc2O1	1	0	0.0	-0.09913472685351554
Cc1cc(CC#N)c(C)n1-c1ccc(Cl)cc1	2	2	1.0	0.015963312931754126
Fc1ccc(OCCBr)c(Cl)c1	1	1	1.0	0.013393311408836706
COCCOCCOCCOCC(C)(C)C(=O)[O-]	1	0	0.0	-0.03926736730058894
Cc1nonc1CN	1	0	0.0	-0.07039715663714585
CN(C)S(=O)(=O)CC1(O)CCOCC1	2	1	0.5	0.02686221558841051
Cc1cccc(C(=O)Nc2cccc(O)c2)n1	2	2	1.0	0.09208828455418516
O=C(O)C1CCc2cc(F)ccc2O1	3	2	0.6666666666666666	0.05830900482365786
N#Cc1ccc(Br)cc1F	1	0	0.0	-0.07313699817183839
CC1(c2cccc(Br)c2)NC(=O)NC1=O	1	0	0.0	-0.08569643777827551
Cn1c(CN)[n+](C)c2ccccc21	1	0	0.0	-0.0867301611229182
Cn1nccc1-c1cc(F)ccc1O	2	1	0.5	0.016207544908635962
O=C(O)C12CC3CC(CC(C3)C1)C2	1	0	0.0	-0.07935984383810912
O=C([O-])Cc1nc(C(F)(F)F)cs1	3	3	1.0	0.060310276778661964
Cc1cccc2c(Br)cccc12	1	0	0.0	-0.04086649976946399
NCCC(O)C1CCCCC1	3	3	1.0	0.0789081118947016
COc1cc2ccncc2cc1Br	1	0	0.0	-0.07986214704890582
Oc1ccc2cccc(O)c2n1	2	2	1.0	0.1284738782483672
NS(=O)(=O)c1ccc(C2(C(=O)O)CC2)cc1	1	1	1.0	0.02458917058960508
O=C([O-])[C@@H]1C[C@H]1c1nc[nH]n1	3	3	1.0	0.10546167605423229
Nc1ccc(CO)cn1	3	2	0.6666666666666666	0.11704431008104155
Cn1c(-c2ccc(C#N)cc2)nc(C(=O)O)c(O)c1=O	2	2	1.0	0.07599017470777991
Nc1c(O)cccc1[N+](=O)[O-]	2	2	1.0	0.17177710080363207
NC(=O)c1cc(Br)ccc1O	3	2	0.6666666666666666	0.10029806168997812
OC1CCCC1Oc1cccc(F)c1	2	0	0.0	-0.04645243949257283
O=C(OCC1c2ccccc2-c2ccccc21)N1CCC[C@@]2(C(=O)O)CCC[C@@H]12	1	0	0.0	-0.18374204354253787
CN1CCN(CC(C)(C)C(=O)O)CC1	1	0	0.0	-0.05195545089585607
CC(O)CCO	3	3	1.0	0.09913621423526686
O=C(O)[C@]12COC[C@H]1C2(F)F	1	0	0.0	-0.04130250610642483
C[C@@H]1N[C@H](C)CC[C@@H]1C(=O)O	3	3	1.0	0.0828324787202166
O=C(O)C1CC(c2ccccn2)=NO1	3	2	0.6666666666666666	0.07807399816770733
CC(C)(C#N)c1ncccc1Br	1	1	1.0	0.16329590751831424
O=C(O)CCn1ccc(C(=O)NC2CC2)n1	3	3	1.0	0.032153786150554864
Cn1cc(CC(=O)O)nn1	3	2	0.6666666666666666	0.1299847868892937
O=C(O)Cc1ccc(CO)cc1	6	6	1.0	0.10841669339991389
O=C(O)C1(CCCCl)CC1	1	0	0.0	-0.16055681244309145
N[C@@H](CO)C(F)(F)F	3	2	0.6666666666666666	0.10405340101305272
CC(C)c1nnc(CCC(=O)O)o1	3	2	0.6666666666666666	0.07382157891650365
Nc1ccnc(CC(N)C(=O)O)c1	3	1	0.3333333333333333	0.09699019560305122
CC(O)CN	3	2	0.6666666666666666	0.09697080496857713
CC12CC(CC(=O)O)(CO1)C2	3	2	0.6666666666666666	0.08655251126912822
COc1ccccc1C(CN)N1CCCCC1	1	0	0.0	-0.06680551633346332
COCc1[nH]nnc1CN	1	1	1.0	0.023844600737089494
OC1CNC2(CCC2)C1	2	2	1.0	0.08353101508733385
NC(c1ccccc1)c1ccc(Br)cc1F	1	0	0.0	-0.037139740317821746
CC(C)(CN)c1ccc2c(c1)OCO2	1	0	0.0	-0.0965581476211238
OCC1(c2ccccc2)CCCN1	3	2	0.6666666666666666	0.07099768040834165
CC(=O)CC(=O)Nc1ccc(C)c(Cl)c1	1	0	0.0	-0.021306547477300097
O=S(=O)(O)CCO	4	3	0.75	0.07555986472919363
C=C[C@@H](N)CO	2	1	0.5	0.0132157962964079
OC1(c2cccc3cnccc23)CCNCC1	2	2	1.0	0.03402652249812177
Cc1cc(Br)c2ncnc(Cl)c2c1	1	0	0.0	-0.05811901887715387
NC(CC(=O)O)C(F)(F)F	3	3	1.0	0.08671190288588604
Cc1cc(C)n(-c2ccc(CN)c(C(F)(F)F)c2)n1	1	0	0.0	-0.11773397804856367
O=C(c1ccc(Br)cc1Cl)C1CC1	1	1	1.0	0.016571993562516263
Nc1cc(-c2ccc(Br)cc2)ncn1	1	0	0.0	-0.09427017426105389
NCc1ccc(Cn2cnc3ccccc32)cc1	1	0	0.0	-0.07794496768088932
O=C(Nc1ccc(Cl)cc1Cl)C1CCCCN1	1	0	0.0	-0.008556343483872797
Ic1ccc(OCc2ccccc2)cc1	1	0	0.0	-0.004550805663946389
CC(O)(CN)C1CCCCO1	3	2	0.6666666666666666	0.11342969269009973
O=C(CC1Nc2ccccc2NC1=O)Nc1cccc(Cl)c1	1	0	0.0	-0.003971052109472795
CC(C)C[C@H](CNC(=O)C1CCCCN1)CC(=O)O	3	1	0.3333333333333333	0.05232974835504345
COc1cccc2c1CCC2(NC(=O)OC(C)(C)C)C(=O)O	1	0	0.0	-0.028534358602860577
CC(=O)c1ccc(O)c(CSC2=NCCS2)c1	2	0	0.0	-0.06596356143239834
NC1CCN(c2ccc(Cl)cc2Cl)CC1	1	0	0.0	-0.01215867243706037
NNc1cccc(Cl)c1F	1	0	0.0	-0.021215235344658134
O=C(O)Cc1cccc2ccccc12	3	2	0.6666666666666666	0.0633674088065651
Cc1cc(Br)c(C=O)cc1Cl	1	1	1.0	0.0062384630107704675
NCCOCc1ccc(Cl)cc1Cl	2	0	0.0	-0.020940671318297688
Cc1occc1-c1cc(N)n(CCO)n1	3	3	1.0	0.0837816086372678
OC1CNC2(CCCCCC2)C1	2	2	1.0	0.05829845210379914
CCC(O)C(N)=O	2	2	1.0	0.11847284755168103
CC(C)(C#N)c1ncc(C=O)s1	1	1	1.0	0.12621545826518432
C[C@H](O)c1nccn1C	2	1	0.5	0.022621164962232987
CN(C)CC(N)CO	3	3	1.0	0.14030489470101654
COc1cc(C)ccc1[C@@H](C)O	2	0	0.0	-0.022897912768714668
CN(C)Cc1ccoc1-c1nc(CN)n[nH]1	1	1	1.0	0.04003334275101156
Cc1cc(C)n(-c2ccc(CN)cc2)n1	1	0	0.0	-0.10285358489385621
Oc1cccc(OC(F)F)c1	2	1	0.5	0.03166122528999182
Cn1c(C=O)cc2ccc(Br)cc21	1	0	0.0	-0.06504443829287687
COc1cc(OC)cc(C(=O)Nc2ccc(C(=O)O)c(O)c2)c1	2	2	1.0	0.09365076256708804
Cc1cc(C=O)c(C)n1-c1cc(Cl)ccc1Cl	1	1	1.0	0.027465474537803125
Brc1ccc2[nH]c3c(c2c1)CSCC3	1	0	0.0	-0.03743201862103873
N[C@H](CC(=O)O)c1cccc(Cl)c1	4	3	0.75	0.052493056762596746
CN(C)c1ccc(C=O)c(O)c1	2	1	0.5	0.053011724576990216
C=CCNCc1ccc(Br)cc1	1	0	0.0	-0.05911511196396246
NC(=O)[C@@H]1CCCC[C@@H]1C(=O)O	3	3	1.0	0.08446078929011203
OB(O)c1ccc(C2(O)CCC2)cc1	2	1	0.5	0.04873271523309086
NCC1COCO1	1	0	0.0	-0.05286788949479454
Cc1c(Cl)ccc2ccc(N)nc12	1	0	0.0	-0.018371747180051523
CN(C)C1CCC(O)C1	2	1	0.5	0.01719104558124185
Nc1cnc(O)c(F)c1	2	2	1.0	0.09692899903925067
CC(C)(C)OC(=O)N1CCC(C(C)(O)C(F)(F)F)CC1	2	0	0.0	-0.13038423925510312
O=C(O)C12CC1c1ccccc1CN2	1	1	1.0	0.01662584599736905
CN1CCC[C@@H](CN)[C@@H]1c1ccccc1	1	0	0.0	-0.10199631992956015
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O	2	0	0.0	-0.08729266557452009
CC1CCC(NC(=O)OCC2c3ccccc3-c3ccccc32)(C(=O)O)C1	1	0	0.0	-0.08500600068566333
O=C(O)C1CCN(C(=O)NC2CC2)CC1	3	3	1.0	0.044493376125817496
Cc1ccc(Cl)cc1CN	2	0	0.0	-0.011441769589112472
COc1ccc(C(C)(C)O)c(OCc2ccccc2)c1	2	0	0.0	-0.16496996671892383
C[C@](N)(C(=O)O)C1CCCCC1	1	1	1.0	0.01697711319803441
O=S(=O)(Cl)c1c(Cl)cc(Br)cc1Cl	1	1	1.0	0.010312553496238164
CNCCO	3	2	0.6666666666666666	0.10063460464163276
N#Cc1ccnc(O)c1	2	1	0.5	0.02703985101028461
Cc1cc(Br)ccc1-n1cccn1	1	0	0.0	-0.0665044450572948
COc1ccc(C23CC4CC(CC(C(=O)O)(C4)C2)C3)c(F)c1	1	0	0.0	-0.15556197211075373
COC(=O)c1c(Cl)ccc(N)c1C	1	0	0.0	-0.02276310033480411
N#CCc1ccnc(N)c1	1	1	1.0	0.0448350301568059
O[C@@H](CCl)c1ccc(Cl)cc1	3	0	0.0	-0.0040769150817130395
Nc1nonc1C(=NO)Nc1ccc(F)c(Cl)c1	1	0	0.0	-0.0150976397960636
O=C(O)C1CC(c2ccccc2O)=NO1	5	5	1.0	0.13713001889981713
Cc1ccc(NC(=O)c2cccc(O)c2)cc1	2	2	1.0	0.06098360953799398
CC1(O)CCCCC1	2	0	0.0	-0.009454756092567962
CCOC(=O)C(C#N)CC1CCCCC1	3	1	0.3333333333333333	0.13958743214525693
Oc1ccc(-c2noc(C3CC3)n2)cc1	2	1	0.5	0.023698272753387206
N#Cc1cnn(CCO)c1Br	3	0	0.0	-0.006928412577191567
CN(C)CC(=O)Nc1cccc(CN)c1	1	1	1.0	0.03704920793469191
O=C(CBr)c1ccnc(C(F)(F)F)c1	1	1	1.0	0.2306930687119526
COCC(C)(F)CN	1	0	0.0	-0.04565419259722503
O=C(O)C(F)(F)Oc1ccccc1	1	0	0.0	-0.07497894855457188
O=C([O-])c1ccc(NS(=O)(=O)c2ccc(O)c([N+](=O)[O-])c2)cc1	2	2	1.0	0.043017306230238916
CN(C)CCCN1CC(C(=O)O)CC1=O	3	2	0.6666666666666666	0.05259141745609852
CC1(C)CCC(N)(C(=O)O)C1	1	1	1.0	0.02042584431046779
O=C1CNC(=O)c2cccc(Br)c2N1	1	0	0.0	-0.09927707455708568
Cc1cc(F)c(I)cc1F	1	1	1.0	0.06683087745845684
CC(=O)N1CCC(C)(C(=O)O)CC1	1	0	0.0	-0.04991102826844973
CN(C(=O)OC(C)(C)C)C(C(=O)[O-])c1cncn1C	1	1	1.0	0.024444046647957296
O=CN1CCC(O)CC1	2	0	0.0	-0.04129631665611466
C=COCCCN	1	0	0.0	-0.02364676289622708
O=C(O)c1cc(F)c(Br)c(Cl)c1	1	1	1.0	0.04128887099967837
OC[C@H]1CCCN1	3	2	0.6666666666666666	0.09628756458116883
CCCC[C@@H](C)C(=O)O	3	2	0.6666666666666666	0.09090800261535015
CN(C)C(C(=O)O)c1cc(Br)cs1	1	0	0.0	-0.11466482520585652
Cc1ccc(Br)c(C)c1C(=O)O	1	0	0.0	-0.09500510294856601
NCC1CCN(c2ccc(Cl)cc2)C1	2	0	0.0	-0.025291752448027616
